Area,Bedrooms,Bathrooms,Floors,Parking,Age,Price
3368,1,3,3,0,6,21437783
954,5,1,3,2,0,8121143
3453,3,1,3,1,2,22510817
2208,5,3,3,2,19,15426749
3972,3,3,3,1,17,25594380
3469,4,2,2,2,6,22792871
3528,2,2,2,2,20,21901857
1201,4,1,1,1,16,8359350
3181,3,2,3,2,27,20326358
2099,3,1,2,2,11,13657682
629,3,1,3,0,15,4477661
3567,1,4,3,1,23,22169344
2345,2,1,2,1,9,15463194
1886,4,2,3,0,22,12508783
3366,4,3,2,1,15,22304435
1192,5,3,2,0,19,8767233
3863,3,2,1,1,17,24854755
1894,3,3,1,1,14,12663479
1293,3,1,1,1,22,8379777
528,4,3,1,1,10,5644960
648,5,2,3,0,17,5194714
1819,1,3,3,0,5,11593613
2558,2,1,1,1,0,16335711
3223,1,1,2,2,29,19376910
1636,4,2,2,0,22,11193422
686,3,2,2,1,6,5430546
3354,2,2,2,0,11,21464969
3291,4,4,3,2,19,22349222
1750,4,4,2,2,3,13343948
1833,4,1,2,2,9,13353579
597,2,4,1,1,20,5206805
554,2,4,2,1,1,5459157
3170,5,3,3,2,8,21549974
3211,5,4,2,0,9,21560183
1257,1,3,2,0,19,8317922
905,2,2,3,2,10,6430361
2616,2,3,1,1,24,16265292
3883,2,3,3,0,13,24222151
1812,5,2,1,0,2,13869423
2285,4,2,2,0,24,15108671
1250,3,1,1,1,0,8858747
3719,5,1,1,2,6,24738924
2262,2,1,1,1,3,14897533
3815,5,1,2,0,6,24553996
3505,1,3,1,2,15,22389814
864,2,3,1,1,29,5734937
2526,1,1,2,2,9,15633748
981,2,4,3,0,14,7582991
2748,5,1,3,1,15,17886099
653,4,4,3,2,5,7022661
2024,3,2,2,1,3,13757752
2620,1,3,2,0,3,16575573
3260,5,3,3,2,23,21857079
2843,4,4,1,0,22,18972256
1540,5,1,3,2,3,11937403
2164,1,3,2,0,26,13156701
1740,3,4,1,0,21,11665253
560,5,2,1,1,21,5069853
1438,2,2,2,0,16,9145485
2139,4,3,1,1,12,15091777
2589,5,1,3,0,1,18094309
524,4,4,2,0,19,4796417
1562,2,3,2,0,5,10902323
630,3,2,2,2,21,5197765
1752,3,1,2,1,0,11986420
607,2,4,1,2,7,5403141
671,4,3,2,1,17,5676766
1958,5,4,2,0,28,13241381
601,2,1,1,2,20,3747767
3413,1,1,2,1,3,20898456
3071,4,2,1,0,4,20438820
2822,3,1,1,1,4,18385189
2136,2,3,2,1,14,14148853
3615,3,4,3,0,9,23753749
3364,4,1,2,2,7,22124721
3504,3,1,3,0,25,20884159
1540,2,3,1,2,6,11449523
829,4,4,3,1,11,7780016
2020,1,4,2,1,29,12911293
511,2,2,2,1,24,3400379
1841,5,2,3,2,27,12763823
715,2,4,2,0,10,5491696
838,4,3,3,2,12,7304832
2299,2,3,1,1,14,14560550
3208,1,2,3,1,16,20117567
3652,1,1,3,0,21,21679104
2250,5,3,3,2,21,16341343
2008,3,1,3,1,17,12721775
2921,4,3,1,2,26,19513557
3523,4,4,1,2,7,24016625
1209,3,2,1,0,5,8354581
1723,1,1,3,0,10,10846917
3013,1,1,1,1,28,18022971
1612,2,4,2,0,25,10131402
1791,5,3,1,2,8,13853842
988,5,1,3,0,25,7076686
2061,5,3,2,2,4,15560631
546,2,4,3,1,6,4858762
3859,5,2,2,2,21,25506172
1277,3,1,3,0,26,8130758
1539,2,3,3,0,14,10438003
1210,3,1,2,1,20,7598560
900,2,3,1,0,21,5635877
2317,5,3,2,1,3,16673300
3528,3,3,2,1,18,23019400
3657,3,4,2,0,12,24196718
749,3,2,2,2,0,6914877
890,2,1,2,1,0,6515533
834,4,2,3,2,21,6622910
1128,5,3,3,0,13,9438312
636,3,3,1,2,8,6496491
3430,4,2,1,2,23,22487370
3235,5,2,2,2,11,21789644
2021,5,1,1,2,17,14031383
1326,3,3,1,0,8,9478878
1226,3,2,2,0,7,8454278
2000,2,4,3,2,29,13477133
3141,4,3,3,0,13,20490481
3794,4,3,1,0,27,23645437
1489,3,1,3,1,8,10395383
2919,5,4,3,0,19,19525522
1434,3,1,1,2,24,9754261
3542,5,4,2,0,1,24102473
901,5,1,1,0,28,6137974
1966,3,4,1,0,0,13742939
1114,1,4,1,0,12,7983397
1796,4,4,2,1,24,12400372
1682,5,2,2,2,9,12290419
3723,5,3,2,2,7,25247057
3542,1,4,2,0,6,22831704
3167,2,2,1,0,29,19025517
2735,1,2,3,1,28,16515823
1621,1,1,1,0,23,9444182
630,5,3,2,1,11,6434358
3352,4,3,3,2,16,22011795
1694,1,1,1,2,29,10062333
3483,2,3,3,1,24,21941567
3533,3,1,2,2,11,22882404
682,1,2,3,0,15,4203237
3530,1,2,3,0,9,21739467
863,2,4,2,1,26,5989770
538,4,1,3,2,24,4170763
3044,1,2,1,2,11,19539873
1872,1,2,3,1,10,12266483
3529,4,1,1,1,24,22526622
1420,2,2,3,2,28,8690956
3968,1,3,3,1,13,24954963
3269,4,2,2,0,21,20937403
3732,1,1,2,2,19,22238108
515,3,3,1,1,12,4939331
992,5,3,2,1,1,9079350
1949,3,2,2,1,26,12034236
1631,1,4,2,2,19,10488214
3441,2,3,2,0,6,22062614
810,5,1,2,0,0,7237697
1238,3,4,1,2,29,9044228
3741,4,4,1,1,24,24388377
1045,2,3,2,2,2,8488335
2961,3,2,2,2,28,18707716
750,4,4,1,1,28,6020427
1258,1,2,3,2,19,8324853
2304,4,3,1,0,11,15737330
3712,3,1,3,2,4,23741461
1797,3,4,2,1,11,12416734
3987,1,1,2,2,28,23429156
2131,4,2,1,0,2,15237539
2414,4,2,2,2,19,16083033
3610,1,1,3,2,4,22272168
1313,4,3,3,2,27,9636458
528,1,3,1,2,0,4872895
1457,2,4,3,1,15,10707247
2532,3,4,1,0,29,16059933
976,2,3,1,0,8,6899543
817,5,3,3,0,9,7532939
744,5,1,3,2,28,5559174
1247,5,2,3,0,9,9691070
1196,1,2,3,1,12,7396160
771,4,4,3,2,15,7318584
2271,2,3,3,2,29,14292319
1762,2,1,3,0,19,10706296
2924,2,4,2,2,28,18197077
765,2,1,1,2,24,4780678
3473,5,3,1,0,3,23388780
1420,2,3,3,1,13,10088290
3930,4,3,1,1,16,25915540
839,5,2,3,0,27,6620918
888,2,3,2,1,4,6672096
3124,1,4,1,1,12,19527435
2550,3,2,1,1,24,15683152
1665,3,1,2,2,2,11499620
875,3,4,2,2,4,7771096
2533,5,4,2,2,15,18454070
2871,2,1,1,1,18,17408816
645,5,2,1,2,27,6023868
2481,4,4,2,1,18,17076684
792,1,4,2,0,16,5747854
931,1,4,2,1,17,6768143
1204,3,2,2,2,17,8834763
3496,3,2,2,1,24,22307556
2498,3,2,3,2,22,15711838
3132,2,4,2,2,7,21267351
898,4,3,3,0,17,6878039
3364,4,1,1,0,8,21494139
3915,4,3,1,2,28,25370385
1463,4,2,3,1,18,10768118
3711,3,4,2,0,9,24315881
2734,1,4,1,0,28,16759460
2541,3,3,2,2,1,18176623
2328,4,3,2,1,27,15060792
2608,3,1,3,0,16,16442802
1438,4,4,1,0,24,10001132
3951,5,3,1,1,23,25941427
1209,1,1,3,0,12,7614198
1306,5,2,2,1,27,9741824
1963,2,3,2,2,10,13617425
3890,3,2,1,0,15,24884671
1825,2,1,3,2,19,11439373
3915,3,2,3,1,6,24841471
510,5,4,2,2,27,5734580
1585,4,4,2,2,29,11267039
2368,4,2,3,2,2,17119128
2773,3,4,1,1,15,18573917
3724,4,1,2,1,18,23753216
3111,5,4,3,1,19,21221339
1271,4,2,3,1,15,9810115
2094,5,2,3,1,1,15109131
2107,2,2,1,0,13,13633693
1833,5,3,2,0,25,12650434
1384,1,2,2,0,19,8673901
3814,1,1,2,2,9,23653764
1889,1,4,1,2,18,12763081
3901,3,4,2,1,23,24478372
3678,3,3,2,1,10,24381576
725,3,3,2,0,17,5667694
1324,5,1,2,1,10,9843898
2765,3,2,1,2,8,18025017
1436,2,3,3,1,18,9438849
3300,1,4,3,0,19,20624966
3053,5,3,2,1,28,20441343
2806,1,3,2,2,9,17924750
2411,3,2,2,0,29,14408469
2296,5,3,1,1,25,15773942
553,4,1,2,2,2,6070823
3618,2,4,1,0,2,23986617
1226,3,2,2,0,23,7956470
3236,3,4,2,2,7,22035606
2044,2,1,3,1,28,12492711
3670,2,1,2,1,28,22127574
1543,4,3,1,1,5,12043183
2413,3,3,3,0,19,15385177
2276,3,3,1,0,0,15330070
2096,1,4,3,1,19,13812301
2414,5,1,1,0,23,16086732
2966,5,2,3,0,5,19821768
3237,1,3,1,2,1,20937399
1349,5,4,1,1,18,11050910
2609,2,3,2,1,27,16306129
3716,5,1,3,1,6,24831409
2763,5,2,3,0,10,18707622
502,1,1,2,0,10,3445177
659,4,4,1,0,3,6995566
1280,5,3,1,1,19,9944810
3691,5,1,3,0,15,23891068
1392,4,4,1,1,4,11684654
2530,1,3,3,0,23,15384985
3660,4,2,3,1,29,23388226
2876,1,1,1,2,29,17394368
1079,2,3,1,0,6,7832696
2433,1,3,1,1,24,14571935
1880,2,3,2,2,15,12246029
1790,2,3,3,2,14,12591982
2140,1,1,1,0,4,13605245
1451,3,3,2,1,0,10799533
3894,1,4,1,0,19,23984258
3182,5,1,3,2,21,21267712
1487,5,3,2,0,21,10757909
1718,3,1,3,1,8,11495651
1420,2,4,1,2,25,9779853
3285,3,4,1,0,28,20447648
1855,5,1,1,0,20,12543007
669,3,3,2,0,4,5502499
1020,1,3,2,0,21,6495671
1986,3,4,2,0,26,12655199
539,2,3,2,2,5,5124998
2060,1,4,1,2,2,14662078
3832,4,3,1,1,5,25206816
1918,5,4,1,0,7,14667145
1454,5,2,2,1,27,10542699
3797,3,3,2,2,5,25422296
1483,1,3,1,0,15,9548485
3695,4,3,1,1,27,23495775
1474,1,1,2,0,15,8935489
537,5,3,3,0,26,5053218
2875,1,1,1,1,20,16772246
1774,4,1,1,2,2,13392866
1699,3,4,1,1,16,11838524
2125,2,1,2,1,20,13582498
1413,1,1,1,1,5,8719284
953,2,2,1,0,29,5548322
536,5,3,1,2,5,6076994
3887,3,1,1,2,29,24368378
2211,3,3,1,0,21,14463844
3520,1,1,3,2,18,20975277
1295,3,4,3,1,19,8985316
1472,1,2,1,2,14,10073967
1092,1,1,1,0,18,6583099
1637,2,3,1,2,1,12394392
3611,3,4,1,0,7,23965088
1824,1,3,2,1,6,12229613
2771,2,4,2,0,26,17500448
817,4,2,2,2,7,7613354
2896,2,4,3,1,12,19164237
2662,2,3,1,2,21,17015000
3245,1,3,2,0,26,19336708
1846,5,1,1,1,14,13027091
2091,5,4,1,0,11,15497851
3611,5,3,3,2,14,24088088
2389,2,1,3,0,13,14468821
2587,1,2,2,2,6,16529998
2496,3,3,2,2,16,17196408
2272,2,1,3,1,25,13341796
1812,2,3,3,1,4,12221427
1785,1,4,1,0,19,11856470
715,4,1,1,2,9,6721060
3718,2,4,2,2,18,23750679
2883,4,2,2,1,17,19011143
3739,4,4,3,1,29,24210060
2639,5,1,2,1,29,17248065
2900,1,3,1,1,24,17366958
3118,4,1,3,0,23,19173716
3363,1,4,1,0,9,21065497
2204,5,4,3,0,1,16684487
3328,1,3,3,0,5,20929858
862,2,2,1,1,2,6930374
3104,4,1,2,0,18,19575490
3916,1,3,2,0,4,24492862
2216,3,3,2,0,6,15264533
1693,1,3,2,1,6,11439313
855,4,1,1,2,26,6528981
690,5,1,3,1,9,6279141
2969,5,1,1,2,0,20819783
1199,4,2,2,2,10,9217300
2554,2,3,2,0,22,15924509
2680,2,4,1,0,6,17506560
1056,5,4,3,0,5,9190542
1325,5,3,1,1,5,10746679
3308,4,4,1,1,12,22611595
1554,2,2,1,0,15,10358568
3082,5,2,3,1,12,20889584
925,2,1,1,1,1,6888363
3965,5,1,1,2,18,26070677
3219,1,1,2,1,18,19169459
2910,3,1,1,2,28,17663245
2074,1,1,2,0,18,11760010
2629,5,4,2,1,17,18071505
2903,3,4,2,2,24,18986692
3829,3,1,3,1,5,24236749
1088,5,2,2,2,1,9769805
2512,5,4,1,2,18,17671459
2047,2,2,1,1,25,12452796
794,5,2,2,0,5,7122678
2485,4,3,2,2,19,17409733
1747,5,3,1,0,22,12730034
2048,4,1,2,1,21,13384776
3617,5,2,3,1,14,23794317
2190,2,4,2,0,5,14772323
1636,4,3,3,1,27,10933022
1756,1,3,3,2,2,12615871
2564,4,2,3,0,10,17188554
859,2,3,2,1,7,6685140
3794,4,3,3,1,24,24376829
3413,5,4,3,0,21,22454802
1199,5,2,2,2,17,9524615
947,2,3,3,0,16,6699722
3403,3,2,2,1,18,21635942
2912,5,3,1,1,18,19762218
1174,1,4,3,0,23,7911114
1507,2,2,2,2,20,10100878
1849,4,3,1,2,16,13480342
3014,4,4,3,2,26,20115063
2961,1,3,3,0,3,18833206
1085,5,2,2,2,6,8815378
1756,2,3,1,2,4,12868834
1747,1,2,2,2,25,11188945
1493,5,2,3,2,28,10623196
1935,2,3,3,1,15,12389712
1071,4,4,3,0,5,8763204
2882,2,1,3,0,13,17893355
1745,3,4,1,2,25,12612419
2584,2,4,1,0,19,16287103
1488,3,3,2,0,1,10868478
777,2,4,2,1,24,6117116
1719,3,4,2,0,17,11886554
3463,4,1,3,1,17,22280353
2387,5,4,2,0,12,16515104
983,3,1,1,1,27,6607197
1765,3,3,2,1,17,12304413
3895,4,1,2,0,16,24459554
1230,3,2,1,1,12,8746412
2739,1,2,1,1,27,16212821
1540,4,1,3,0,11,10236540
3071,1,2,1,1,2,19170385
1417,4,3,1,1,21,10066793
2948,3,2,2,1,6,19208318
1385,1,1,1,1,0,9330108
3252,3,3,3,1,29,20562806
521,4,2,2,2,4,5800458
973,3,3,3,1,20,7022726
3691,1,1,1,1,0,22731258
2757,1,2,3,1,3,17683010
2853,3,3,3,1,25,18088301
3841,2,3,1,0,0,24841792
1203,4,2,1,2,12,8928760
1186,4,3,2,0,13,9030740
784,3,3,2,2,14,6394414
1215,2,1,2,1,16,8043671
1262,1,1,1,1,11,7992971
1750,5,1,3,2,6,12803273
1447,5,1,3,2,22,10642169
2928,3,1,2,0,18,17674387
3007,2,1,2,2,22,18590682
1530,2,2,1,1,2,11143545
528,4,1,3,0,17,4056971
1406,1,3,2,2,25,8859254
3604,2,2,1,2,3,23821597
3426,5,3,2,0,29,22282524
2626,1,1,1,2,25,15716916
3494,1,1,3,1,2,21501708
3006,3,3,1,0,11,19547362
1069,2,3,2,2,22,7049241
2506,3,3,2,1,27,16507911
1953,2,4,3,2,11,13196337
1237,4,4,3,0,16,9809424
3856,3,4,2,2,5,25815092
1015,3,4,2,2,14,8741562
2500,5,2,2,2,29,16618979
3670,3,1,3,1,1,23277450
2944,2,3,2,1,7,19733263
538,5,1,3,2,13,4937529
3842,3,3,2,2,4,25599054
1386,3,1,1,0,2,10033766
3344,4,2,1,2,9,22270750
2704,3,4,2,0,6,18411740
1598,1,1,1,1,29,9359736
3431,5,3,3,2,10,23385727
2323,1,1,1,0,14,14134325
3701,5,2,1,1,1,25399450
2210,4,2,3,0,4,15323728
1473,3,1,1,1,10,9913262
3655,3,4,1,2,7,24065263
3593,3,3,2,0,12,22684775
2062,5,2,3,2,10,14521217
3396,3,2,3,0,16,21824643
3953,1,1,2,1,14,24208690
3295,3,2,2,0,0,21138517
1488,4,2,1,0,18,9871857
520,1,3,1,2,15,3724740
2850,3,4,1,2,18,19597706
1368,3,3,2,2,12,10333407
583,2,4,3,1,22,4873992
2182,5,3,1,2,21,15480238
2476,1,1,2,0,22,14413858
1910,2,2,3,1,3,13166529
2030,4,4,2,2,10,15076497
3828,5,1,1,0,17,23985278
1069,1,2,2,0,17,6102488
1433,3,2,2,1,9,9996421
3733,1,2,2,0,16,22274113
2480,3,3,2,2,29,16306434
3734,5,1,3,0,12,24393966
2355,3,1,1,2,29,14784509
3556,4,2,3,2,24,22537744
1292,3,4,2,1,13,9323121
1291,4,1,2,0,29,8182110
2309,5,3,1,1,6,16727121
1794,5,4,1,1,9,13600234
3039,1,4,3,1,2,19593777
2755,4,4,3,2,1,20253814
2107,4,4,1,2,29,14517922
1583,2,1,3,2,18,9977052
2977,2,2,2,2,6,19376526
1484,2,4,2,0,4,10546797
2180,3,3,1,0,27,14183690
3880,2,3,3,2,2,25085219
1019,4,2,2,2,24,8087585
1090,3,1,1,0,1,8206932
1550,5,2,3,1,22,10801917
2209,1,4,2,1,25,14209832
2535,2,1,3,2,21,15457675
2746,5,1,3,1,5,18498584
2934,4,4,3,2,13,19989814
848,1,3,1,2,6,6204107
1459,5,4,2,2,21,11894311
2463,1,2,1,0,1,16143900
1192,2,4,2,1,10,8904845
2059,4,3,2,0,20,14086724
877,1,4,1,1,2,7148724
3446,5,2,1,0,8,22669275
3463,2,2,2,0,7,21741602
1026,2,3,2,2,25,7048997
3724,5,2,2,2,10,24767904
3281,5,2,3,0,17,21440962
2753,1,4,2,1,0,18197514
3002,3,1,1,1,14,18953985
3844,2,2,1,2,3,24368470
1759,1,2,1,2,3,12310120
2375,5,3,2,1,27,15865427
2263,1,3,2,1,9,14832551
1020,5,4,3,1,10,9084633
2201,4,4,3,2,17,15289425
1516,5,2,1,1,22,10622022
3503,5,1,3,2,28,22297887
3273,5,1,3,0,14,20814668
1513,3,4,1,0,2,11410491
3048,5,3,2,0,6,20922610
616,2,2,3,1,6,5409263
2933,2,2,2,2,16,18649991
1867,1,1,1,1,21,10637925
1083,3,4,1,2,19,8461986
894,1,1,3,1,26,5060535
1587,2,1,1,0,23,9604218
3268,2,4,1,2,15,21792844
571,4,3,1,1,15,5142850
773,5,2,3,2,7,7269640
2513,2,3,3,2,2,16831594
1843,1,4,3,1,19,11633666
837,1,4,1,1,14,6536063
1889,5,2,2,2,0,14766767
1106,5,3,1,2,9,9864480
665,4,2,3,0,1,6139404
2067,3,1,2,2,6,13953105
2558,1,1,2,0,13,14932723
1824,5,1,3,0,15,12987244
1228,1,3,2,0,26,7397279
3348,5,1,2,2,27,21528378
2543,2,2,3,0,14,16412337
601,1,3,2,2,6,4753139
3996,2,2,2,2,12,24789763
1915,1,4,3,1,24,12085171
1278,3,3,2,2,9,9887151
713,4,2,2,2,8,6357552
1611,2,2,2,0,8,10846536
2076,5,3,2,2,5,15272169
2948,3,4,3,2,23,19120922
3135,1,3,1,1,24,18844918
3436,2,1,1,1,11,21030177
3617,1,1,2,0,29,21143154
2195,1,4,3,0,22,13888684
1091,1,2,3,1,19,6697911
1833,4,2,2,1,29,12473990
1609,4,2,1,2,19,11691443
2639,5,3,2,0,21,17862787
3220,2,3,3,0,13,20432680
1213,3,4,3,2,26,8633055
1435,3,1,1,2,19,9743278
2451,3,2,3,0,26,15150068
741,1,1,3,1,6,5528733
2543,4,3,3,1,7,18023212
501,2,3,1,2,7,4831354
2772,1,3,3,0,29,16203070
3348,4,1,2,2,7,22318662
2268,4,4,1,1,1,16131536
2449,2,4,2,1,13,16668178
3136,2,3,2,2,9,20333729
2663,2,2,1,1,17,17244634
1417,1,1,2,0,17,8095481
3674,5,3,1,2,17,24549173
2741,2,1,2,2,15,17377498
3737,5,1,1,2,19,23985803
3418,1,4,3,1,4,21869445
589,5,3,3,0,19,5227769
2209,3,4,2,2,4,15852672
2669,5,3,3,2,19,18348509
642,2,1,1,1,22,4376957
3541,1,4,2,0,9,22080933
605,2,1,3,2,16,4884793
1386,3,3,3,1,29,9250063
927,2,2,2,2,12,7082241
1828,2,4,3,1,16,12439626
2395,2,4,3,0,17,15820531
2494,4,1,2,1,12,16378485
816,3,1,3,2,16,5899986
2486,2,2,3,2,27,15733650
1134,2,4,3,1,14,8697595
2425,2,3,3,0,25,14713423
2556,1,3,2,0,11,15794834
3321,4,4,1,2,27,21498863
3644,1,4,1,2,9,23371752
3930,4,4,3,1,12,26522179
2770,2,2,3,1,29,17282371
1939,3,3,1,1,10,13911363
1052,5,3,3,0,2,9245766
3941,5,1,1,0,21,24451700
1215,2,1,2,2,9,8466827
1787,1,4,2,2,10,12454897
2213,3,1,2,2,5,15393167
2383,4,2,2,1,0,16412230
3889,2,3,2,0,5,25004978
1607,3,3,2,2,4,12509658
1841,3,1,1,2,6,12828112
610,4,4,3,2,21,5648344
750,3,1,1,2,11,5703156
2930,1,4,2,2,11,19428713
2554,1,2,3,2,6,16432336
958,1,3,3,0,1,7032234
1607,3,2,2,2,27,10740416
707,1,3,2,0,0,5428160
1399,4,2,2,1,29,9494715
3961,3,1,2,0,22,23692111
3885,5,2,2,1,24,25167756
521,3,2,2,0,17,3871434
909,4,1,3,0,11,7055500
1394,5,3,2,2,6,11653822
1014,3,3,2,0,18,7261388
3698,1,1,3,0,21,22129269
1308,2,2,1,2,2,9159801
1373,2,2,2,1,28,8379486
513,1,2,3,2,9,3782782
1470,2,4,3,2,28,9919989
3525,2,3,1,2,26,22171445
3561,1,2,2,1,26,21061907
3583,1,3,2,0,10,22363204
2634,3,2,2,0,4,17834569
3456,3,1,3,2,1,22772834
2060,1,1,2,2,7,13541906
1824,4,3,2,0,13,13074825
1766,2,3,2,0,7,12326198
2669,3,1,2,0,22,15950388
3718,2,4,1,1,5,23884167
1249,5,1,1,1,0,9901508
3927,1,2,1,2,23,23486667
1184,4,4,2,1,0,10520275
2427,5,1,2,2,7,16777853
2856,5,4,3,0,10,19909042
1194,5,4,3,0,17,9257291
2835,1,4,3,2,23,18332689
806,3,3,2,0,9,6214802
2489,1,1,1,2,11,15875526
3461,3,3,1,2,19,22580775
1161,5,3,1,2,22,9208062
1048,5,2,2,1,15,8657140
3923,4,2,1,2,4,26010282
811,3,4,3,2,15,7047760
3420,5,4,3,2,23,23289090
1582,2,2,1,1,11,10128131
3471,4,2,3,0,5,22885231
2237,1,1,1,1,29,12767881
1254,4,4,1,2,4,10545164
534,2,4,3,1,0,5131980
944,3,2,3,0,18,6769195
2640,1,1,3,0,9,15841267
2482,1,2,3,2,24,15501547
1730,3,2,1,0,13,11320105
852,4,3,3,1,24,6678712
1402,5,4,3,1,20,10409083
1855,4,1,2,0,2,13406921
3409,2,3,3,2,5,22349278
2248,5,4,3,2,4,17059470
658,4,2,1,1,16,5225987
2477,3,1,1,0,17,15800449
1456,2,4,2,1,11,10857727
2571,2,2,3,1,4,16437852
903,2,3,3,1,29,5649560
3352,5,1,3,2,8,22848941
1015,1,4,3,0,11,6794147
3279,5,3,3,0,19,21130531
1887,4,2,3,2,8,14044170
3953,1,2,2,1,2,24588389
3079,4,4,3,1,0,21330167
1455,1,2,3,2,21,8846308
2699,5,1,3,0,14,17596203
2212,2,4,2,2,9,14862023
3494,3,3,3,0,13,22409440
1107,2,4,2,0,6,8632668
2967,5,4,1,0,3,20550547
1773,1,3,3,1,25,10605696
3688,2,2,2,1,4,23766178
3413,5,3,1,2,19,22943034
2035,4,1,2,2,15,14358966
3125,3,2,2,1,2,20885460
2882,2,4,1,2,16,18689968
1941,1,2,3,1,12,12163253
3479,4,2,3,1,5,23536200
2297,5,1,2,0,25,15118370
794,3,2,1,0,4,6514970
1254,1,2,3,1,15,8519034
1894,5,2,2,0,10,13513229
685,5,4,1,1,16,7139499
1769,2,2,2,0,4,12090078
1136,2,3,1,2,5,8891637
1791,1,2,3,2,9,11748563
3808,5,1,3,1,20,23974629
1029,2,2,2,1,0,7488097
2568,3,2,3,0,29,16056083
3458,3,4,3,0,20,22139564
3414,5,3,1,1,9,23560812
1293,2,2,3,2,16,8572326
2647,1,3,1,2,26,16718255
3299,1,1,1,1,2,21109626
977,1,4,2,2,27,6780949
2122,3,3,1,1,28,14008200
3869,2,4,3,0,1,24860058
1439,2,2,1,2,28,9505990
1025,3,1,1,2,16,6962784
2881,1,4,2,0,3,18602533
501,1,2,3,0,1,3849450
874,5,3,3,2,4,8802802
2840,4,1,3,2,9,18898271
3384,2,1,1,1,0,21222743
3552,2,3,3,1,27,21925468
1052,2,3,3,2,25,7681904
2865,4,1,1,1,0,19570505
2025,5,4,2,0,26,14161297
2351,4,1,2,1,25,15141154
880,1,3,1,1,3,6269471
2146,1,4,2,2,6,14885517
513,2,2,2,1,13,4322770
1003,3,1,2,2,13,7715030
2778,2,3,3,2,17,18329447
2508,3,2,2,2,1,17048942
3655,4,1,3,0,0,24065080
629,1,1,2,1,20,3991702
1337,3,4,3,1,21,9610295
3716,4,3,1,1,15,24255402
3438,1,2,1,2,28,20292430
2540,3,1,2,0,21,15943285
527,2,4,3,2,17,5147617
2613,2,2,1,1,15,16564080
3734,2,2,1,2,27,22516306
1752,4,1,1,2,27,11867848
760,2,2,1,1,22,4688655
2546,5,1,2,2,21,16599180
1972,1,4,3,2,23,12332262
1947,4,4,1,0,5,14068333
959,2,2,2,2,24,6296096
800,1,1,1,0,9,5033649
3466,3,3,1,1,1,23173950
3874,2,4,1,0,6,24642482
2834,1,1,1,2,20,17280479
3966,5,1,2,1,16,25777325
3581,3,1,3,2,2,23029285
1129,5,2,2,2,19,9128347
769,1,3,2,0,11,5733608
3139,5,2,2,2,1,22099143
2493,1,4,1,0,6,15819353
2128,1,2,3,1,16,13081688
2301,5,1,1,1,18,15102874
3391,1,2,2,2,11,21008730
1361,2,1,1,0,8,8878167
3932,1,3,3,2,26,23783718
1780,4,2,3,2,13,12710405
2680,1,2,1,2,1,17860103
3847,4,2,2,2,20,25026997
2299,1,1,1,0,3,14304161
2206,1,1,2,2,27,12891532
3519,5,2,3,1,18,23253960
3060,2,2,1,0,20,19130376
2860,2,3,3,2,15,18694978
1075,3,3,2,0,21,7398952
3433,5,4,2,2,16,23986033
2503,5,3,1,1,1,18138027
1807,2,3,1,1,16,11666943
3692,5,3,1,1,18,24735597
3678,2,1,3,0,7,23030146
2456,5,3,2,1,23,17053679
3234,1,3,2,2,19,20397933
2520,2,2,3,2,5,16823109
3775,2,1,1,2,11,23596429
2712,4,4,1,0,24,17480659
2852,5,4,3,0,29,19046855
2155,5,3,2,1,22,14813888
2079,2,4,2,0,17,13526860
2347,1,4,2,2,26,15305957
2703,1,4,2,2,1,18409729
1890,1,3,3,2,18,12471989
2242,5,4,2,0,23,15900477
2425,4,3,3,2,9,16873407
1119,2,2,1,1,24,6720480
1774,3,2,3,0,28,11457358
1456,4,4,2,2,29,10807201
2439,3,2,1,2,2,16826904
2881,4,3,3,0,24,19035525
1468,1,2,3,0,27,8862487
3058,5,4,3,1,11,21421318
1816,3,3,1,0,25,11967768
1543,4,1,3,2,15,11235560
781,5,3,2,1,11,7397786
3344,3,2,1,2,7,21818707
3572,2,1,1,2,4,22873702
2666,4,3,3,2,10,18380596
1558,2,1,2,0,9,9835606
697,1,1,1,0,2,5051155
3032,2,1,3,2,26,18178955
1582,2,3,2,0,22,10483641
3384,4,2,3,2,8,22665498
1684,1,3,3,0,11,11024650
1508,2,2,1,0,5,10615200
3238,5,3,1,0,18,21718099
1729,3,3,3,1,15,11601710
1535,2,3,1,0,20,9427660
989,1,2,1,1,22,6442521
775,2,3,2,1,23,5818894
3240,3,1,2,1,28,20265202
2789,1,3,3,2,13,17782024
1739,4,1,3,0,27,10578148
1774,1,4,3,2,3,12265571
625,4,4,3,1,17,5871231
716,1,2,2,0,9,4379351
3877,3,2,1,2,17,24654878
1708,3,4,2,1,11,12231503
3610,1,3,3,2,18,22134674
1746,2,3,3,2,7,12587359
3755,3,3,2,0,0,24166241
3042,4,4,2,0,13,20296414
2974,4,1,3,2,22,18999127
3749,5,2,1,0,5,24708443
1418,4,1,3,0,13,10187617
3999,5,4,2,2,1,27508983
1817,1,1,3,0,8,11264927
2698,1,3,3,0,28,16438468
2931,1,3,1,1,11,18433367
2161,2,1,3,0,4,13433983
807,2,4,3,1,1,6668164
1859,5,1,3,2,18,13415376
2469,4,3,2,1,6,17148571
3293,4,3,2,2,6,22456364
1391,1,4,1,0,9,9275818
874,3,1,3,0,16,5718557
3579,2,3,2,1,25,22253274
